1.0000000000000001e-16	1.681837278471886e-8
1.2589254117941714e-16	4.015193610714473e-8
1.5848931924611109e-16	9.583763366556747e-8
1.995262314968883e-16	2.287327262141386e-7
2.5118864315095717e-16	5.458860129248789e-7
3.1622776601683793e-16	1.3027471971168127e-6
3.9810717055349853e-16	3.1088256264530713e-6
5.011872336272715e-16	7.418117484135881e-6
6.309573444801943e-16	0.00001769776450849875
7.94328234724279e-16	0.000042209077859365834
1.e-15	0.00010060822853555436
1.2589254117941714e-15	0.00023953528686830553
1.584893192461111e-15	0.0005690841918286968
1.9952623149688826e-15	0.0013465833173424088
2.511886431509572e-15	0.0031623496762933937
3.1622776601683794e-15	0.007323204435243395
3.981071705534985e-15	0.016531278407316344
5.0118723362727146e-15	0.03567401216677404
6.309573444801943e-15	0.07139297698573656
7.943282347242789e-15	0.12714585981343357
1.e-14	0.19279768405758452
1.2589254117941662e-14	0.24469283765021937
1.584893192461111e-14	0.27639841982836816
1.9952623149688828e-14	0.3029795958115114
2.511886431509582e-14	0.3206037125539645
3.1622776601683796e-14	0.31701113121686136
3.9810717055349693e-14	0.2961349721861883
5.0118723362727144e-14	0.27070119515803065
6.309573444801943e-14	0.24545398861456488
7.943282347242821e-14	0.22123683521280352
1.e-13	0.19848948335625022
1.2589254117941663e-13	0.17759503607797988
1.584893192461111e-13	0.15864453125799968
1.995262314968883e-13	0.1416081574557814
2.511886431509582e-13	0.12634673894793416
3.162277660168379e-13	0.11269396997824627
3.9810717055349697e-13	0.10049030708630219
5.011872336272715e-13	0.08959145305191903
6.309573444801943e-13	0.07986408719117054
7.943282347242822e-13	0.07118755366232184
1.e-12	0.06345065313864079
1.2589254117941713e-12	0.05655288068190102
1.584893192461111e-12	0.05040388966172258
1.9952623149688827e-12	0.04492290853153963
2.5118864315095823e-12	0.04003766426173608
3.1622776601683794e-12	0.035683609786209235
3.981071705534986e-12	0.0318030507107891
5.011872336272715e-12	0.028344498781493192
6.309573444801943e-12	0.02526206112994844
7.943282347242821e-12	0.02251483568124835
1.0000000000000001e-11	0.020066368422848965
1.2589254117941713e-11	0.017884169681793183
1.5848931924611107e-11	0.015939283006648652
1.9952623149688828e-11	0.014205900932848299
2.511886431509582e-11	0.012661022533441871
3.1622776601683794e-11	0.011284148210657334
3.9810717055349857e-11	0.010057007678793205
5.011872336272715e-11	0.008963317528538736
6.309573444801942e-11	0.00798856515610459
7.943282347242822e-11	0.0071198161897175795
1.e-10	0.006345542858428583
1.2589254117941713e-10	0.005655471025539787
1.584893192461111e-10	0.005040443857102873
1.9952623149688828e-10	0.004492300316251344
2.5118864315095825e-10	0.004003766871239354
3.1622776601683795e-10	0.0035683609800592187
3.981071705534986e-10	0.003180305071079057
5.011872336272714e-10	0.002834449878149388
6.309573444801942e-10	0.002526206112994841
7.943282347242822e-10	0.002251483568124815
