0.00272	0.99766
0.00290	0.94032
0.00308	0.88278
0.00328	0.82224
0.00350	0.76586
0.00382	0.70218
0.0042	0.64379
0.00450	0.59259
0.00497	0.54331
0.00550	0.48840
0.00608	0.4460
0.0065	0.41543
0.00725	0.37197
0.00822	0.33044
0.00920	0.29239
0.01070	0.25367
0.0123	0.22270
0.01428	0.19705
0.01661	0.17505
0.02005	0.1495
0.02273	0.13706
0.02545	0.12817
0.02779	0.12033
0.03035	0.11522
0.03314	0.11033
0.0362	0.10606
0.04001	0.10155
0.04369	0.09840
0.04831	0.09497
0.05478	0.09166
0.05981	0.08846
0.06782	0.08571
0.0789	0.0831
0.08941	0.081
0.10395	0.0798
0.12087	0.0789
0.135335283236613	0.07798
0.15539	0.07737
0.18067	0.07768
0.21273	0.07768
0.24734	0.07861
0.28400	0.07955
0.33861	0.0811
0.38879	0.08309
0.45205	0.08542
0.53225	0.08886
0.62667	0.09244
0.74717	0.09655
0.89085	0.10164
1.0622	0.10699
1.25060	0.11219
1.4911	0.11857
1.80028	0.12630
2.25708	0.13669
2.86555	0.14851
3.54781	0.16009
4.56122	0.17881
6.01328	0.2005
7.82865	0.22662
9.45203	0.25113
12.00016	0.28272
14.67184	0.31954
18.39465	0.3655
22.2091	0.41468
27.15361	0.47803
31.97070	0.53603
38.1185	0.62775
44.88124	0.70949
54.18803	0.86093
