1.23868E-06	9.94626E-01
1.43146E-06	8.67881E-01
1.65421E-06	7.50447E-01
1.91166E-06	6.37206E-01
2.20912E-06	5.41066E-01
2.70495E-06	4.43027E-01
3.3121E-06	3.62752E-01
3.93985E-06	2.99737E-01
4.96569E-06	2.45426E-01
6.25864E-06	1.92030E-01
7.88824E-06	1.5581E-01
9.1159E-06	1.32303E-01
1.18266E-05	1.02582E-01
1.57939E-05	7.81052E-02
2.04909E-05	5.89318E-02
2.89941E-05	4.24893E-02
3.9857E-05	3.14811E-02
5.63975E-05	2.37531E-02
7.98013E-05	1.80859E-02
1.23154E-04	1.2575E-02
1.64467E-04	1.02965E-02
2.13378E-04	8.82287E-03
2.61270E-04	7.62922E-03
3.19912E-04	6.90367E-03
3.91706E-04	6.24712E-03
4.7962E-04	5.70466E-03
6.04519E-04	5.16226E-03
7.40202E-04	4.80043E-03
9.32932E-04	4.42364E-03
1.24589E-03	4.07652E-03
1.52553E-03	3.75656E-03
2.03728E-03	3.49333E-03
2.8827E-03	3.2486E-03
3.84973E-03	3.105E-03
5.44728E-03	2.9669E-03
7.70779E-03	2.8874E-03
1E-02	2.80983E-03
1.37464E-02	2.75950E-03
1.94509E-02	2.78490E-03
2.83309E-02	2.78522E-03
4.00885E-02	2.86246E-03
5.51074E-02	2.94185E-03
8.26209E-02	3.0789E-03
1.13574E-01	3.25177E-03
1.60705E-01	3.46569E-03
2.34072E-01	3.79586E-03
3.40926E-01	4.15738E-03
5.11140E-01	4.59505E-03
7.66337E-01	5.17190E-03
1.1489E+00	5.82130E-03
1.67348E+00	6.49277E-03
2.5090E+00	7.37463E-03
3.87204E+00	8.52982E-03
6.51733E+00	1.02318E-02
1.12917E+01	1.23854E-02
1.84642E+01	1.47218E-02
3.29299E+01	1.89915E-02
6.22257E+01	2.4723E-02
1.14233E+02	3.27748E-02
1.76291E+02	4.15164E-02
3.05436E+02	5.45394E-02
4.85210E+02	7.22986E-02
8.16695E+02	9.8492E-02
1.2604E+03	1.31753E-01
2.00221E+03	1.82776E-01
2.91622E+03	2.37925E-01
4.3722E+03	3.42279E-01
6.36825E+03	4.53722E-01
9.82788E+03	7.08370E-01
